worker	sentence	label
truenoAE101	870	On the way there we took turns driving.
truenoAE101	666	We had no choice but to cancel the game because of the rain.
truenoAE101	1009	Please go ahead if I delayed.
truenoAE101	401	The movie was a big hit.
truenoAE101	170	There are ten miles to the hospital.
truenoAE101	298	To tell the truth, they are not a married couple.
truenoAE101	713	For the moment, I do not know if this plan will succeed or not.
truenoAE101	672	He lost eyesight of one eye in a traffic accident.
allearz33	80	The house is still unsold.
allearz33	1017	There is no means to get in touch with him.
allearz33	154	I don't have time to do everything I want to do.
allearz33	701	If you were in my shoes, what would you do?
allearz33	686	I'd just say this wouldn't work after all.
allearz33	570	I want to live as long as I can stay healthy.
allearz33	737	Please let me know if you have a question.
allearz33	610	Would you find me a house which comes with a small garden?
allearz33	1029	I will visit you when I go to New York.
allearz33	78	Although I was born in Osaka, I was raised in Tokyo.
MasatoYoshihara	782	This is the most difficult book I have ever read.
MasatoYoshihara	960	No matter where you go, he will definitely make friends.
MasatoYoshihara	939	Please call me when you come next.
MasatoYoshihara	1042	If it rains tomorrow, we go by bus.
MasatoYoshihara	869	Look at this picture,please find me.
MasatoYoshihara	833	Once upon a time there was a coffee shop near the garden.
MasatoYoshihara	644	There was a fire near the station last night.
MasatoYoshihara	655	It is not clear when he comes.
MasatoYoshihara	753	I need money in short, please lend me.
MasatoYoshihara	873	His English composition is almost collect.
penelope777	779	I studied English without watching TV last night.
penelope777	617	How log do you have afternoon nap every day?
penelope777	770	I could't make myself heard in the busy class.
penelope777	773	I don't like him because he get angry easily.
penelope777	834	She's been troubling bachache for ling years.
penelope777	691	It's difficult to understand what he says.
penelope777	418	He was very naughty boy.
penelope777	530	It's a great honor to meet you.
penelope777	654	I stayed the hotel on the hill in the town.
penelope777	598	Be sure to take a warning notice what she says.
Luke_Sky	33	He always speaks ill of his father
Luke_Sky	769	Let's assume that there are 1 million yen on hand.
Luke_Sky	531	No matter what happens, I am not surprised.
Luke_Sky	502	If there is money to pay, I can pay it
Luke_Sky	176	Do not eat such vigorously, Let's eat more slowly.
Luke_Sky	389	Which is easier than this book or that one?
Luke_Sky	732	After we walk for a while, I got to the lake.
Luke_Sky	621	It is rainy in the afternoon when weather forecast
Luke_Sky	864	I will not lend a book to anyone of my students
Luke_Sky	950	If you will help us, Very happy
Camy007	642	In such a case, it si good to drink a hangover.
Camy007	423	Don't get angry. It is not good thing for you.
Camy007	75	You will have good success, if you work hard.
Camy007	822	My mother was very beautiful, when she was young.
Camy007	839	we could get on the bus, if we arrived at here more early two minutes.
Camy007	608	I'd like to get on the train bound for New York at 6:00 AM departure time.
Camy007	219	It is not much difference whether you go today or tomorrow.
Camy007	796	I wonder if I do the garden.
Camy007	142	We postpone the next meeting until next sunday.
Camy007	539	How happy we enjoy school life, if we don't have examination.
tapdancemisei	950	I am so happy, if you help us.
tapdancemisei	769	Let's imagine that there are 1 million yen at hand.
tapdancemisei	53	I will give you one year's allowance in advance.
tapdancemisei	737	If you have any questions please let me know.
tapdancemisei	1017	I have no means to contact him.
tapdancemisei	841	My house is a little away from the station
tapdancemisei	1042	If it will rain tomorrow by any chance, We will go by bus.
tapdancemisei	598	Please be sure to take notes what she says.
tapdancemisei	260	If he is found, he will take terrible accidents.
tapdancemisei	142	We decided to postpone the meeting until next Sunday.
smat4649	825	I will tell him to call you if he comes back.
smat4649	80	No one buys the house yet.
smat4649	782	This book is most difficult for me ever.
smat4649	1029	I will come when I will be in New York
smat4649	423	Don't get angry. It hurts you.
smat4649	822	My mother was very beautiful in her youth.
smat4649	839	I could catch the bus if i came here 2 minutes faster.
smat4649	238	I met him first when he was in Paris.
smat4649	701	What will you do if you are in case of mine?
smat4649	610	Could you find a house with a small yard for me?
allearz33	809	Tonight I have to get ready for tomorrow.
allearz33	130	No one would visit us to such a remote village like this.
allearz33	78	Although I was born in Osaka, I was raised in Tokyo.
allearz33	33	He always talks about his father behind his back.
allearz33	832	So long as you remain quiet, you may stay here.
allearz33	869	Take a good look at this picture and find me.
allearz33	154	I don't have time to do everything that I want to do.
allearz33	745	You needn't go such in a hurry.
allearz33	621	According to the weather forecast, it will rain in the afternoon.
allearz33	644	There was a fire near the train station last night.
maicky5	368	This coffee is too hot, I cannot drink it.
maicky5	43	It is good that you can enter the school where you would like to go.
maicky5	132	He have written a letter to his parents once a month at least.
maicky5	389	Which book is easy to read, this book or that?
maicky5	873	His english composition almost dose not have any mistake.
maicky5	121	Nobody has courage to indicate his mistake.
maicky5	691	It is hard to understand what he is saying.
maicky5	864	I do not lend any book to any student.
maicky5	401	The cinema was a mighty hit.
maicky5	539	The school life will be more happy if no examination.
hysq77	148	As is often the case  she broke his promise.
hysq77	320	He came here at ten and he came back at eleven
hysq77	491	This week is ful of things to do
hysq77	499	 I wish I have a Japanese version.
hysq77	946	 To find a real friend when young　is important.
hysq77	939	 Please call me the next time you will come.
hysq77	826	 He came to talk often on Sunday.
hysq77	823	The student did not reply to the teacher.
hysq77	770	My voice did not pass　at that busy class.
hysq77	617	How long hours do you take a nap every day?
Shiosuke	659	If you have one hundred dollar, what do you do?
Shiosuke	779	I studied English last night without watching TV.
Shiosuke	833	Once, there was a coffee shop nearby the park.
Shiosuke	720	Firstly, it is necessary that we must pay attention to diet.
Shiosuke	162	He can't do things what he said.
Shiosuke	941	I worked hard not to fail.
Shiosuke	686	All I can say is that it is NG.
Shiosuke	1009	If I am late, you can go in first.
Shiosuke	666	We were forced to cancel the game due to rain.
Shiosuke	672	He lost his one eye due to traffic accident.
Luke_Sky	334	She studied hard in order not to fail her examination
Luke_Sky	655	I do not know when he will come
Luke_Sky	843	If it rains tomorrow, I am going to stay home
Luke_Sky	927	It is because I was sick that I could not go to school yesterday
Luke_Sky	642	In such a case, hair of dog is good
Luke_Sky	870	We took turns driving by the time we went there
Luke_Sky	502	If I have the money to pay, I can pay it
Luke_Sky	641	Actually be reluctant
Luke_Sky	418	He was very naughty when he was a child
Luke_Sky	608	I'd like to catch a train bound for New York departing at 6 o'clock.
smat4649	75	You should work harder if you want success.
smat4649	727	The match will be cancelled if it get rainy.
smat4649	1055	I am happy if you come with me.
smat4649	362	They merely go out after getting their baby.
smat4649	773	I hate him with his quick temper.
smat4649	654	I stayed a hotel on a hill in the town. 
smat4649	22	Now association football is much popular than it was in Japan.
smat4649	713	It is not clear if this plan succeed.
smat4649	732	We had walk for a while  and went the lake.
smat4649	23	It will be ok if streets are not so choked. 
truenoAE101	753	In short, I need money. Lend me!
truenoAE101	219	It will not be too different even if you go today.
truenoAE101	834	She has suffered from low back pain for many years.
truenoAE101	298	To tell the truth, they are not a married couple.
truenoAE101	140	He did a kindly guide of the town to me.
truenoAE101	531	Whatever happens, I will not be surprised.
truenoAE101	609	When the telephone rang, we were about to go out.
truenoAE101	176	Let's eat so slowly, not eating in such a hurry.
truenoAE101	530	To meet you, very honored.
truenoAE101	960	Wherever he go, he will definitely be able to make friends.
tapdancemisei	99	This job is simple so children can do it.
tapdancemisei	570	I want to live while I am healthy.
tapdancemisei	812	It will definitely be sunny in an hour.
tapdancemisei	170	It takes ten miles to the hospital.
tapdancemisei	212	I'm sorry to have kept you waiting such a long time.
tapdancemisei	9	When you cross the road, be careful of the car.
tapdancemisei	796	I wonder if I take care of the garden.
tapdancemisei	683	An old Mr Smith is saving as much money as possible.
tapdancemisei	24	I was kept waiting for two hours
tapdancemisei	256	When I was not here, please take care of my baby.
mosa1017	176	Don't eat like that. Let's eat a little more slowly.
mosa1017	99	This job is simple enough for children to do.
mosa1017	1017	I have no way of contacting him.
mosa1017	148	As is often the case with her, she broke her promise.
mosa1017	732	After walking for a while, we came to the lake.
mosa1017	256	Please take care of this baby while I'm away.
mosa1017	659	What would you do if you had 1 million dollars?
mosa1017	1029	I'll visit you when I visit New York.
mosa1017	570	I want to live as long as I can stay healthy.
mosa1017	621	According to the weather forecast, it will rain in the afternoon.
tomur106	608	I'd like to take the 6 o'clock train to New York.
tomur106	23	There will be no problem as long as the traffic is not so heavy.
tomur106	1009	Please go ahead if I'm late.
tomur106	298	To tell the truth, they're not married.
tomur106	132	He never fails to write to his parents once a month.
tomur106	502	If I had money to pay, I could pay.
tomur106	140	He was kind enough to show me around the town.
tomur106	362	They seldom go out after their children are born.
tomur106	491	I have a lot of things to do this week.
tomur106	666	We had to call off the game because of the rain.
hiroshi1624	833	There used to be a coffee shop near the park.
hiroshi1624	33	He always speaks ill of his father behind his back.
hiroshi1624	834	She has been suffering from lower back pain for many years.
hiroshi1624	823	The student didn't even answer the teacher.
hiroshi1624	864	I don't lend books to any of my students.
hiroshi1624	713	We still don't know whether this plan will succeed.
hiroshi1624	43	I'm glad you got into the school you want to go to.
hiroshi1624	779	I studied English without watching TV last night.
hiroshi1624	782	This is the most difficult book I have ever read.
hiroshi1624	170	It is more than 10 miles to the hospital.
sandoman	745	You don't have to go quickly.
sandoman	727	If it is rainy tomorrow, the match is nothing.
sandoman	320	He came here at 10 o'clock, and went home at 11 o'clock.
sandoman	822	When my mother was young, she was so beautiful.
sandoman	720	At first, you must be careful when you eat and drink.
sandoman	826	He often used to visit to speak on Sunday.
sandoman	162	He forgot doing his saying.
sandoman	873	His English sentences are mostly true.
sandoman	75	If you want to be successful, you must make an effort.
sandoman	531	Even if everything happen, I am not surprised.
momo99615	53	I will give you an allowance for the whole year in advance.
momo99615	825	I will make him call you back as soon as he comes back.
momo99615	121	No one had the courage just to correct his mistake.
momo99615	701	If you were me, what would you do?
momo99615	219	Whether you are going or not today, it is not going to make any difference.
momo99615	960	Wherever he goes, he will definitely make friends.
momo99615	238	He went to Paris and met me for the first time there.
momo99615	130	No one will ever visit a remote village like this.
momo99615	946	It is important to find a true friend when you are young.
momo99615	260	If they find him, he will be destroyed. 
berrily	841	My house is located a little far from the station.
berrily	641	To be honest, I don't really feel like doing this.
berrily	154	We don't have enough time for doing all we want to do.
berrily	770	My voice didn't go through in that busy classroom. 
berrily	389	Which book is easier, this one or that one?
berrily	423	Don't lose it. It will hurt you.
berrily	142	We decided to reschedule the meeting to next Sunday.
berrily	654	We stayed at the hotel on top of a hill in the town.
berrily	869	Look at this photo very closely and try to find me.
berrily	839	I could have taken that bus if I had been here two minutes earlier.
allearz33	334	She studied hard lest she should fail in the examination.
allearz33	737	Please let me know if you have a question.
allearz33	769	Let's pretend you have a million yen with you.
allearz33	418	He used to be very mischievous when he was little.
allearz33	610	Would you find me a house with a small garden?
allearz33	598	Be sure to take a note of what she says.
allearz33	539	If it were not for the examination, our school life would be merrier.
allearz33	401	The movie made a smash hit.
allearz33	941	I worked hard lest I should fail.
allearz33	812	There is no doubt that it will clear up in an hour or so.
yamaa3	642	A time like this restrict hair of dog.
yamaa3	78	I am a born to oosaka but grow tokyo.
yamaa3	368	It´s coffee very hot ,not drinking.
yamaa3	1055	Your me together go if I´m happy.
yamaa3	753	Money needfully last please lent.
yamaa3	683	Mr. Smith aging money preserve as much as one can.
yamaa3	843	If rain day tomorrow I´m home intention.
yamaa3	809	This night preparation tomorrow.
yamaa3	832	If quietly this place.
yamaa3	212	I´m sorry to have kept someone waiting so long.
hymaru	927	 Yesterday,I can't  go to school.Because I was sick.   
hymaru	9	When you cross the road, be careful of the car.
hymaru	24	I was kept waiting for two hours.
hymaru	655	I don't know when he comes.
hymaru	530	I glad to meet you.
hymaru	609	When the telephone rang, we were going outside.
hymaru	950	If you help us, I glad.
hymaru	499	I want to Japanese version
hymaru	686	I want to say that it is no good after all.  
hymaru	939	When you come, please call me.
shiitake39	1042	If tomorrow will fall rain, we go by bus.
shiitake39	691	It is difficult to understand his talk.
shiitake39	80	That house is not sold yet.
shiitake39	644	Yesterday, Something burned near the station.
shiitake39	796	By the way, I touch the garden.
shiitake39	870	We driven the car each other on the way.
shiitake39	22	Football is popular in Japan than before.
shiitake39	773	I hate him, because he was angry soon.
shiitake39	672	He lost his other eyes at the accident.
shiitake39	617	How long sleep afternoon everyday?
smat4649	753	In short, I need money. Lend me money!
smat4649	401	The movie succeeded great.
smat4649	617	How much hours do you have a nap a day?
smat4649	334	To pass the exam, she studied hard.
smat4649	812	It will surely be fine after an hour.
smat4649	238	He went to Paris and met me first time.
smat4649	99	This work is so simple that even children can do.
smat4649	176	Don't so hog down, eat more slowly.
smat4649	154	I don't have enough time to do everything I want to do.
smat4649	491	I have bunch of works to do this week.
Camy007	1029	I will visit to your house, when I go to New York.
Camy007	502	I can pay the money to you, if I have much money.
Camy007	779	He study English without watching TV.
Camy007	539	Our school life will be more happy, if we don't have the examination.
Camy007	713	We don't know wheter the plan will success or not.
Camy007	423	Don't get angry. It is not good for you.
Camy007	598	Please take a note what she say.
Camy007	686	we just say to him that this is not good action.
Camy007	130	Nobody visits us in sach a local village.
Camy007	773	I don't like him, because he get angry soon.
tapdancemisei	960	Wherever you go, he always make friends.
tapdancemisei	683	An old Mr Smith is saving as much money as possible.
tapdancemisei	219	There will not be differences at all, if you go today.
tapdancemisei	531	Whatever happens, I will not be surprised at all.
tapdancemisei	256	While i'm not here, please take care of my baby.
tapdancemisei	132	He always writes to his parents once in a month.
tapdancemisei	732	After walking for a while, we went to the lake.
tapdancemisei	782	This is the most difficult book I have ever read.
tapdancemisei	672	He lost his sight of one eye because of the traffic accident.
tapdancemisei	870	We drove a car by turns on the way there.
truenoAE101	53	I will give you one year's pocket money first.
truenoAE101	873	His English composition has almost no mistake.
truenoAE101	737	Please let us know if you have any questions.
truenoAE101	298	To tell the truth, the two are not a married couple.
truenoAE101	641	Actually I do not feel like doing it.
truenoAE101	644	Last night, there was a fire near the station.
truenoAE101	796	I think that I'm going to care for the garden.
truenoAE101	666	I had no choice but to cancel the game because of the rain.
truenoAE101	212	I am sorry to have kept you waiting long.
truenoAE101	260	When they find him, he will be a serious thing.
smat4649	418	He was once a very naughty boy.
smat4649	362	After they got their baby, they go out little.
smat4649	655	It is not clear when he comes.
smat4649	140	He was so kind to guide me this town.
smat4649	864	I never lent my book to any students.
smat4649	832	You can stay here if you keep quiet.
smat4649	1009	If I should be late, go without me.
smat4649	24	I've waited them for 2 hours!
smat4649	608	I want to catch the 6 o'clock train bound for New York City. 
smat4649	121	No one could tell him he was wrong because of lack of courage.
momo99615	1042	If it rains tomorrow, we would go by bus.
momo99615	610	Will you find a house with a tiny garden?
momo99615	841	My house is a little bit far from the station.
momo99615	769	Let's say we have 1 million yen here.
momo99615	927	I could not go to school because I was sick.
momo99615	869	Take a closer look at this picture and find me.
momo99615	642	It is the best to have a hair of the dog when the situation gets like this.
momo99615	839	If I were here 2 minutes earlier, I would be able to get the bus.
momo99615	701	If you were in my shoe, what would you do?
momo99615	170	The hospital is 10 miles away.
hysq77	834	She has been suffering from back pain for long years.
hysq77	530	 I am honored to meet you.
hysq77	770	My voice did not pass　at that busy class.
hysq77	23	 It will not be a problem if the car will not so crowded.
hysq77	389	Which is easier than this book or that book?
hysq77	843	 If it rains tomorrow, I will be at home.
hysq77	654	 I stayed at a hotel on the hill of the city.
hysq77	499	 I wish I have a Japanese version.
hysq77	33	 He always says behind his father.
hysq77	9	When you cross the road, be careful the car.
kos12	691	Its difficult to understand his speech.
kos12	43	Its good for you to enter the school that you want to go.
kos12	1017	There is nothing method to contact to him.
kos12	22	Soccer is popular now more than before in Japan.
kos12	950	If you help us, I'm very happy.
kos12	570	I want to live while being healthy.
kos12	80	That house is not found by buyer yet.
kos12	162	He fail to do thing he said.
kos12	941	I worked very hard not to fail.
kos12	621	Its rain in afternoon by weather forecast.
Camy007	745	You don' need to go there such a hurry.
Camy007	822	My mother was very beautiful, when she was young.
Camy007	825	I will talk him that he will call you after he come back home.
Camy007	609	It was just time to go out, when the phone rang.
Camy007	946	It is important to find true friends when you are young.
Camy007	939	Please call me, when you will come here next time.
Camy007	659	What will you do, if you had a million dollars?
Camy007	142	We desided to postpone the next meeting until next Sunday.
Camy007	823	The student didn't say any thing to the teacher, even as for the answer.
Camy007	75	You must work hard if you want your success.
berrily	833	There used to be a coffee shop near the park.
berrily	368	This coffee is so hot I can't drink.
berrily	320	He came here at 10 and left at 11.
berrily	727	The game will be cancelled if it rains tomorrow.
berrily	78	I was born in Osaka and grew up in Tokyo.
berrily	809	I have to prepare for tomorrow by tonight.
berrily	148	She broke the promise, which is often the case.
berrily	720	First of all, you have to be careful about what you eat and drink.
berrily	826	He used to come here to chat on Sundays.
berrily	1055	I'd be happy if you can come with us.
