worker	sentence	label
hikari_work1795	#0452	He sees bulletin board looking for a pen pall.
hikari_work1795	#0324	Weather conditions means a state in which the selected item is larger then the set value.
hikari_work1795	#0348	For date registration,you first register category of information.
hikari_work1795	#0399	Our company thinks about house and health of family.
hikari_work1795	#0621	You can calculate  your daily calorie easily.
imfh12mip02	#0774	All we could say honestly was that he did not have any motivation to do this. 
imfh12mip02	#0034	30.2 percents people rely on the opinions of salesperson. 
imfh12mip02	#0294	Many opinions are not evaluated as good one from a real spot. 
imfh12mip02	#0330	We would like to cooperate with local people directly. 
imfh12mip02	#0378	It is the person who use this practically that I have a plan to give the advices. 
imfh12mip02	#0726	This is the first time to be received the direct ownership by one prefecture in Japan. 
imfh12mip02	#0586	He did not have any exact information. 
imfh12mip02	#0654	After standing up, he left a room and never got back again. 
imfh12mip02	#0631	Finally, I could get time to focus on fixing it up during my break. 
imfh12mip02	#0590	Everyone could not help having hopes for the future of game industries. 
Camy007	#0337	He considers the enforcement tehod for the seminar.
Camy007	#0658	I exclaimed when I see beautiful scenery.
Camy007	#0063	I assume the total sum of the budget 202,840,000 yen.
Camy007	#0375	I display the exhibition by cultural club.
Camy007	#0351	He does a health check first, in every morning.
Camy007	#0185	The people in front of me, expects it for me.
Camy007	#0270	I have the tendency to come to like a person who acts voluntary.
Camy007	#0546	It has a struture that i similar to that of hurman female hormones.
Camy007	#0285	Of course, the hospital and I, the director of the hospital take responsibillity.
Camy007	#0010	I guess that it wa made around Momoyama period.
mm1101	#0377	The staff will do an engine support in this day.
mm1101	#0619	You can choose the delivery day and time if you will use it.
mm1101	#0215	He will request a brochure to each health assurance company.
mm1101	#0354	He assured material property and life characteristics.
mm1101	#0400	He is seriously thinking if he buy it or not.
mm1101	#0731	The Watercolor Course was gotten an interview of a magazine.
mm1101	#0083	The people who has a graduate gemologist will inspect.
mm1101	#0195	1st students studied how to play keyboard harmonica.
mm1101	#0404	We should think of the stracture of society that we rarely get guns.
mm1101	#0249	There is possible to infect everyone in case of Secondary syphilis.
toshiH0816	#0539	He examine how to implement the seminar
toshiH0816	#0663	I get some energies when I get a small change
toshiH0816	#0393	He seriously thought of changing jobs to a nearby company
toshiH0816	#0181	I was dizzy with a powerful word from my boss
toshiH0816	#0156	We will provide services for the purpose of reducing the burden on our families
toshiH0816	#0571	The staff keeps such awareness
toshiH0816	#0368	We will recruit opinions as follows
toshiH0816	#0538	All children have that kind of sensitivity
toshiH0816	#0488	People who buy after this is definitely better to buy it
toshiH0816	#0169	Yamada and Sato practice singing together
mekimeki	#0627	The shop can eat with a calm atmosphere slowly.
mekimeki	#0392	Each one thinks about the way of the education once again.
mekimeki	#0575	A human being knowing it have room toward a heart.
mekimeki	#0700	It never drives fast when I take the wrong timing.
mekimeki	#0721	Most people suffered some kind of damage.
mekimeki	#0171	Yamada and the person of the sound did adjustment of the time.
mekimeki	#0543	Oneself has one's thought well.
mekimeki	#0451	He watches the product of this category more.
mekimeki	#0643	The present situation was not able to get a head.
mekimeki	#0466	Various people seem to watch this blog.
jiagui115	#0157	Two actresses made men excited.
jiagui115	#0560	Everyone has the first prize of the task.
jiagui115	#0347	He develops the business brand and consulting of the company.
jiagui115	#0328	We work mainly at the college.
jiagui115	#0770	There is no place like that.
jiagui115	#0556	I have responsibile about what they do.
jiagui115	#0325	He worked for about ten years over sixty countries.
jiagui115	#0616	Poeple who need help can get help servise.
jiagui115	#0635	I can't say anything.
jiagui115	#0370	He has a idea for business to companies.
yummypong1692	#0469	He saw the outside world through the window pane of the coffee shop.
yummypong1692	#0746	Both labor and management receive restrictions in period.
yummypong1692	#0302	There are a numerous achievements in the development of business systems.
yummypong1692	#0320	He outspeaks his opinions to his teachers and friends.
yummypong1692	#0141	Four people reported their achieving award to Mayor Yamada yesterday.
yummypong1692	#0540	Japan has the cutting edge technology.
yummypong1692	#0327	He will regularly examine blood pressure control and medication situation.
yummypong1692	#0728	2707 items were designated as important tangible folk-cultural properties.
yummypong1692	#0555	That had 90 years of history.
yummypong1692	#0737	56% of the private corporation made loans for fund.
toshiH0816	#0196	More than 15 million people travel abroad
toshiH0816	#0718	He first receives a job request from a company
toshiH0816	#0601	You can easily book a hotel in Japanese from Japan easily
toshiH0816	#0271	There are several kinds of encoding methods
toshiH0816	#0428	He saw recent news for the first time in a long time
toshiH0816	#0334	He continually improves the blogging system
toshiH0816	#0676	He left a ticket gate at the local station on the way home from the company
toshiH0816	#0297	There are two systems in the reduction and exemption system of the National Tax Law
toshiH0816	#0333	He cooked an old toy together.
toshiH0816	#0189	As a general rule, the deadline for submitting the plan is within one year
truenoAE101	#0106	Set up the product to the factory default settings.
truenoAE101	#0649	I hardly have symptoms of hay fever.
truenoAE101	#0049	You have changed the transfer time to one second.
truenoAE101	#0352	Our company produce and sell original embroidery patches and embroidery products.
truenoAE101	#0612	When I went to a shop before 11 o'clock, already nearly 30 people were queuing.
truenoAE101	#0290	There are two pieces of information on this page.
truenoAE101	#0592	Not everyone has a mobile phone.
truenoAE101	#0373	The administrator promptly deletes personal information.
truenoAE101	#0230	The person who was watching it gave advice to a person.
truenoAE101	#0551	I have children of the same age.
sakki1201	#0290	This page has two infomation
sakki1201	#0782	No cultuer in Japan growing identity
sakki1201	#0718	At first,he accept request of the job
sakki1201	#0534	It affects determin of government of US 
sakki1201	#0337	He do plan of seminer excuting manual
sakki1201	#0705	Get permission of mayor,if you put advertising
sakki1201	#0271	There are many type  in manner of encode
sakki1201	#0726	Receive transfer of direct authority from prefecture in the country at first
sakki1201	#0564	It works rather smell poppy
sakki1201	#0018	I think it's wasteful for spenfing fifty minitue
jiagui115	#0746	Both workers and companies have limit time.
jiagui115	#0585	He worn  laser shirt and pants with a camera in his hand.
jiagui115	#0371	Educational rework office made seven ideas.
jiagui115	#0567	Each of them have the history.
jiagui115	#0392	Everyone think about education again.
jiagui115	#0324	Weather occation is bigger than what you choose.
jiagui115	#0572	We work for many amusment places and marchandise places over thirty years.
jiagui115	#0240	Most of the students works.
jiagui115	#0151	We don't sell who lives in Europe.
jiagui115	#0307	He said what he would do to me.
mm1101	#0707	He was approved by the Mayor in advance.
mm1101	#0181	I felt dizzy by my boss’s strong words.
mm1101	#0341	He will correct the change of functions and conditions.
mm1101	#0583	Not all people still have their own websites.
mm1101	#0377	The staff will do an engine support in this day.
mm1101	#0375	The culture system of club will exhibit their works.
mm1101	#0770	There is no place such as it around this area.
mm1101	#0739	We should be accept to mayor’s decision.
mm1101	#0195	1st year students studied how to play keyboard harmonicas.
mm1101	#0676	He left the wicket of his home station after his job.
mekimeki	#0709	I receive 12-month education at school to become a player.
mekimeki	#0220	Most people train the action.
mekimeki	#0282	There are such words in the Bible.
mekimeki	#0635	I cannot readily write the comment.
mekimeki	#0532	It has power so as to control sales.
mekimeki	#0717	I received the report of the use of a system given priority to a public vehicle having been started.
mekimeki	#0196	People more than 15 million travel abroad.
mekimeki	#0169	Yamada and Sato practice the song together.
mekimeki	#0099	I intend for a person enjoying woman disguise secretly.
mekimeki	#0731	A picture in watercolors lecture was interviewed for the magazine.
kos12	#0627	We can have a meal slowly on calm mood in the shop.
kos12	#0100	People that have interest in Africa exchange information and opinions.
kos12	#0339	Traders repaired the dangerous place.
kos12	#0351	He performs health checking in every morning first.
kos12	#0173	Consumers apply for membership to credit card company.
kos12	#0363	Our company conducted the settings of the venue.
kos12	#0185	People in front of me expect me.
kos12	#0063	Total budget is set to 202.84 million.
kos12	#0157	Two actresses pinch male fans eyes.
kos12	#0005	I think that Yamada is the person of type that is preferred by everyone.
mari_823	#0716	He receives an explanation of content of the lesson by Mr.Yamada.
mari_823	#0331	We offer the information of an infectious disease and medical care for health care workers.
mari_823	#0365	It is he who stage a sit-in in front of the National Diet and appeal an assemblyman from 11am to 1pm.
mari_823	#0469	He saw the world outside through the window of the cafe.
mari_823	#0549	There are 31people with any physically disabilities.
mari_823	#0373	The manager deletes personal informations immediately.
mari_823	#0374	He makes an prescribed examination of qualifications for admission in advance.
mari_823	#0156	We provide the service for the purpose of lighten the burden imposed on your families.
mari_823	#0079	I've telephoned for quite a number companies to ask.
mari_823	#0396	We consider that the problems and future directions of environmental issues.
tidy-blues	#0566	One volatile substance has germinatin inhibition effect. 
tidy-blues	#0476	It is just the right balance to stick out a little.
tidy-blues	#0551	I have the same age child. 
tidy-blues	#0586	He had little correct information.
tidy-blues	#0230	A man who had seen it warned.
tidy-blues	#0616	Someone who needs nursing care can use external insurance service of nursing care.
tidy-blues	#0204	Someone who don't know anything about house building calculate like this. 
tidy-blues	#0545	A single tree have both male and female characteristics.  
tidy-blues	#0418	For more details, please check our company homepage. 
tidy-blues	#0296	The cost of index creation and search cost are being the trade-off relationship.   
mekimeki	#0335	He announced 18 minutes with that title.
mekimeki	#0721	Most people suffered some kind of damage.
mekimeki	#0558	It has a big relation in our life.
mekimeki	#0584	Most people had time for meditation.
mekimeki	#0562	He has two things which she likes.
mekimeki	#0273	Until the wait time, I still have time.
mekimeki	#0334	He improves the blog system continuously.
mekimeki	#0744	It receives much support to a woman in her 30s.
mekimeki	#0619	When I use this, in a date, I can appoint the delivery time.
mekimeki	#0631	At last there was time to arrange it by the end of a holiday.
mosa1017	#0336	The professor gave a keynote speech on this subject.
mosa1017	#0070	The members of the committee held a greeting campaign.
mosa1017	#0531	Such people usually have absolute confidence in themselves.
mosa1017	#0106	Set the product to factory default settings.
mosa1017	#0268	I have an image that Japanese food is safe.
mosa1017	#0702	We are regularly inspected by local authorities.
mosa1017	#0265	There is a shop in an hour's drive.
mosa1017	#0359	The program buys and sells stocks automatically.
mosa1017	#0330	We will actively support activities in the community.
mosa1017	#0249	In the case of secondary syphilis, there is a risk of infection in all cases.
Camy007	#0400	He is thinking about buying it seriously.
Camy007	#0560	All members have the level one class technician.
Camy007	#0347	He performs business brand development and the consulting of the company.
Camy007	#0380	He considers about the method for the diets.
Camy007	#0215	He request the documents for the each insurance company.
Camy007	#0083	The qualified diamond appraisers examine it.
Camy007	#0029	I decide that his proposal plans deadline is within one year. 
Camy007	#0575	The persons with understanding it, have the time to act it.
Camy007	#0357	It calculates the end time automatically.
Camy007	#0232	I am exciting now, because I like  the Pacific League. 
hiroshi1624	#0621	You can easily calculate daily calories.
hiroshi1624	#0288	At the committee, there was a report that we would like to complete by the end of this fiscal year.
hiroshi1624	#0297	There are two systems for the reduction and exemption of the national health insurance tax.
hiroshi1624	#0694	A similar scene appeared in the movie.
hiroshi1624	#0368	Comments will be invited as follows.
hiroshi1624	#0747	Many people benefit from the service.
hiroshi1624	#0256	It has nothing to do with whether or not you join them.
hiroshi1624	#0761	I don't need a wheelchair at all.
hiroshi1624	#0345	We hold a meeting with event organizers in advance.
hiroshi1624	#0688	A person who has lived a passive life, goes out into society.
tomur106	#0381	Local governments must first consider how to create happiness.
tomur106	#0360	We will provide the following services for our employees.
tomur106	#0466	It seems that many people are watching this blog.
tomur106	#0344	He will practice for an hour and a half in the gymnasium.
tomur106	#0328	The main activities of universities are as follows.
tomur106	#0553	It has nearly the same performance as asphalt mixture.
tomur106	#0354	He evaluated material properties and life characteristics.
tomur106	#0646	Each one was very satisfied and went home.
tomur106	#0340	If there are many applicants, he will arrange the schedule.
tomur106	#0520	The current health care system is very problematic.
jiagui115	#0066	We help you with your works.
jiagui115	#0548	Many people have bad images to the word.
jiagui115	#0773	He is too young and no ability to in this office.
jiagui115	#0530	You should concern about the world.
jiagui115	#0710	It is infulluenced the middle sea culture.
jiagui115	#0611	You can work anytime you want.
jiagui115	#0737	Fifty-six percent of the company got money from other.
jiagui115	#0543	You should have your own idea.
jiagui115	#0327	He sometimes checks blood presure and when do you have medicine.
jiagui115	#0383	I think like that everytime.
mekimeki	#0539	He does not have such knowledge.
mekimeki	#0538	All the children have such a sensitivity.
mekimeki	#0067	It is aimed for the development of the clinical study and the improvement the medical treatment level.
mekimeki	#0700	It never drives fast when I take the wrong timing.
mekimeki	#0546	It has female sex hormone of the Homo sapiens and similar structure.
mekimeki	#0221	People of the left wing and the dissident did talks.
mekimeki	#0457	I seem to totally look at the scene of the movie.
mekimeki	#0352	I perform the production of the original embroidery emblem and the production sale of the embroidery product.
mekimeki	#0189	I did a presentation time limit of the schedule as a general rule with less than one year.
mekimeki	#0622	The patient of chronic sharp pain, the cancerous sharp pain can be treated.
jiagui115	#0724	I advised more than one thousand all over Japan.
jiagui115	#0601	You can book a hotel in Japanese easily from Japan.
jiagui115	#0719	I got the question  from many people.
jiagui115	#0309	Eighty percent of the shop use noodles which made by themselves.
jiagui115	#0494	This is the best sour and sweet of all.
jiagui115	#0681	It says that we have a directry access errer.
jiagui115	#0745	He won a prize of protection of the town from prime minister. 
jiagui115	#0011	The movie must be made in early Showa period.
jiagui115	#0588	Each of them has its own taste and flaver.
jiagui115	#0034	Thirty point two percent of the peple decide their choice from the shop workers. 
truenoAE101	#0649	I hardly have symptoms of hay fever.
truenoAE101	#0612	When I went to a shop before 11 o'clock, already nearly 30 people were queuing.
truenoAE101	#0320	He clearly express his opinion to his teacher and his friends.
truenoAE101	#0366	For new customers, staff will explain fees, contents, etc. in advance.
truenoAE101	#0285	Of course hospital, and there are all of the responsibility on me as a director.
truenoAE101	#0488	Absolutely is better there for people who buy from now.
truenoAE101	#0223	People who thought that everything could be perfect made a mistake.
truenoAE101	#0308	Yamada told me as relieved.
truenoAE101	#0338	He actively transmits and exchanges child-rearing information in the area.
truenoAE101	#0571	The staff will continue to have such awareness.
mekimeki	#0333	He made old toys together.
mekimeki	#0452	He reads the note of the recruitment of e-mail friend bulletin board.
mekimeki	#0555	It had the history of 90 years.
mekimeki	#0052	The second grader of the junior high school did workplace experience.
mekimeki	#0536	It has big implication in Yamada.
mekimeki	#0171	Yamada and the person of the sound did adjustment of the time.
mekimeki	#0413	He watched other works of this author in July.
mekimeki	#0541	One software has both functions.
mekimeki	#0329	We perform all allied duties other than it.
mekimeki	#0615	Is easily cordless; via the carrying can connect to the net.
norynory	#0540	There are some advanced technologies in Japan.
norynory	#0526	There were many contents that can be used for class at once.
norynory	#0348	When we register the data, we will first register for the information categories.  
norynory	#0384	I am thinking two methods concretely.
norynory	#0129	The staff in charge will plan to meet with the craftsman.
norynory	#0386	The rest will depend on what the people  who read the book think about.
norynory	#0049	You have changed  the time for transfering one second.
norynory	#0663	I will somehow get more energetic when I get a little money.
norynory	#0353	Municipal office is distributing administrative materials for a fee.
norynory	#0514	Many major European logistics companies are British companies.
kos12	#0590	Everyone had hopes in future of game industry.
kos12	#0408	He looks state of open day tentatively.
kos12	#0364	Along serving this service, you must not to conduct following actions.
kos12	#0774	There was no such mind entirely in principal.
kos12	#0284	Of course, we have confidentiality.
kos12	#0074	Representative of children conducted greeting message to parents and grandparents.
kos12	#0209	Crafty people pretend to be admiral of idiot.
kos12	#0628	Recently, update of blog cannot be done quite.
kos12	#0361	He performs management consulting service for smaller companies.
kos12	#0326	He does improvement study of processing technologies mainly.
yummypong1692	#0244	This is very effective for preventing tooth decay.
yummypong1692	#0143	He kisses good morning on her lips.
yummypong1692	#0318	Dropouts are those who have been taking part for less that 15 months and age is under.
yummypong1692	#0218	The period for submitting certificate of tax payment is from 1st to 15th.
yummypong1692	#0135	Numerous people were taking photos in commemoration.
yummypong1692	#0015	I hope he would always be in the top position.
yummypong1692	#0658	Beautiful sceneries just makes us exclaim with admire.
yummypong1692	#0233	56% of people remove their spleens before age of  5.
yummypong1692	#0474	The ticking sound of the second hand sounds very nice.
yummypong1692	#0617	You can easily set your weekly schedule.
mekimeki	#0399	We regard the health of the family as a house.
mekimeki	#0733	The person who came in front received the feeling called the victory practically.
mekimeki	#0158	A company of the shopping does the contract.
mekimeki	#0620	I can really have an experience made with ramen.
mekimeki	#0378	I really advise the usage in one using.
mekimeki	#0556	I take responsibility for their action.
mekimeki	#0370	He suggests the duties system for a company.
mekimeki	#0692	Such a person sometimes comes out to TV.
mekimeki	#0042	I need the residual period of the passport of the fixed period of time.
mekimeki	#0643	The present situation was not able to get a head.
sakki1201	#0278	Where are a lot of autumn leaves places in the country set in NOUGAKU 
sakki1201	#0393	He think seriously change job to near company
sakki1201	#0010	It is the work at Momoyama period before and after
sakki1201	#0270	I'm tend to love human devotedly action
sakki1201	#0111	He help cocking dinner and sweets together
sakki1201	#0279	Mr Yamada told me it was very hard
sakki1201	#0283	It has effect of promote circulation
sakki1201	#0038	Suffering from dementia living together
sakki1201	#0769	A lot of example that mistakenly remenbered
sakki1201	#0440	I saw evening TV show in a long time
mekimeki	#0332	We help the everyday life in necessary care.
mekimeki	#0342	You must discuss it beforehand.
mekimeki	#0704	She was operated on for the breast cancer in a university hospital five years ago.
mekimeki	#0673	I ran a fever to nearly 40 degrees in no time.
mekimeki	#0294	There are many cases which are not evaluated from the spot.
mekimeki	#0235	Mother of Yamada talked with a teacher.
mekimeki	#0451	He watches the product of this category more.
mekimeki	#0529	I was interested in a soft sense of touch by teeth very much.
mekimeki	#0527	The movie had many erotic scenes.
mekimeki	#0422	He had an old dream after a long absence last night.
mekimeki	#0654	When he leaves I just leave the room.
mekimeki	#0462	He watched the screen of the PC over a shoulder of Yamada.
mekimeki	#0350	I confirm order contents towards the order by all means.
mekimeki	#0105	He does a scaffold-related work in a building company.
mekimeki	#0561	Each has a characteristic in each.
mekimeki	#0141	I won it and four people reported it to Mayor Yamada yesterday.
mekimeki	#0407	Cows stare at us with big eyes.
mekimeki	#0298	There is one such thing in most islands.
mekimeki	#0626	I can easily change the password.
mekimeki	#0394	I consider December 4 days a plan.
Camy007	#0455	A neighboring person saw the child with being kidnapped. 
Camy007	#0592	Not everyone, but many people have a mobile phone.
Camy007	#0325	He worked for about 10 years at the countries that it is more than 60 countries.
Camy007	#0404	You should think the social method that it si hard to obtaion a gun.
Camy007	#0624	With anonymity, it is not possible to take care of it later.
Camy007	#0414	Read more on preschool educations products.
Camy007	#0302	I have many experiments for the development of the financial business system.
Camy007	#0428	He didn't watch the recent news for a long time.
Camy007	#0728	2707 articles were designated as the important tangible folk cultural properties.
Camy007	#0193	He asks the mayor to make preliminary arrangements.
tidy-blues	#0335	He released it with that title for 18 minutes.
tidy-blues	#0337	He considers implemental  method of this seminar.
tidy-blues	#0339	The traders performed repairing work of danger zone at all time.
tidy-blues	#0705	When you put an advertisement, you have to gain authorization of the mayor in advance.   
tidy-blues	#0386	All that is left is to consider for the people reading it. 
tidy-blues	#0745	He was given the Award for the Disaster Prevention Achievement by the Prime Minister.
tidy-blues	#0719	I'm faced with that question from many people.
tidy-blues	#0158	The shopping company makes that contract.
tidy-blues	#0185	I'm expected to do well by the people in front of me. 
tidy-blues	#0422	Last night, he saw old dream after a long time.  
sakki1201	#0052	2nd year of middle student experienced workshop
sakki1201	#0782	There are no spilit culture of grouwing identity
sakki1201	#0556	I owe to their action
sakki1201	#0716	He receives an explanation of lesson content by Mr.Yamada
sakki1201	#0396	On environmental issues, thinking issues and direction of future
sakki1201	#0015	I hope he is higher order always
sakki1201	#0564	It has effect of smell poppy
sakki1201	#0616	In the case of care recipient, can use external careinsurance service
sakki1201	#0704	She had operation of breast cancer at university hospital five years ago
sakki1201	#0336	Professor did keynote lecture in this theme
Jimpei4	#0330	We support someone who need daily care.
Jimpei4	#0407	The cows gaze us with its big eyes.
Jimpei4	#0584	Most of them waited for time to meditate.
Jimpei4	#0135	A lot of people took a memorial picture.
Jimpei4	#0726	I receive the direct authority from prefecture for the first time.
Jimpei4	#0527	That movie has a lot of erotic scenes.
Jimpei4	#0256	It does not matter at all whether to make it a friend.
Jimpei4	#0514	Most of major European logistics companies are in the UK.
Jimpei4	#0105	He assemble foothold in a construction company.
Jimpei4	#0350	We have to confirm the order to person who order.
truenoAE101	#0067	It is aimed at developing clinical research and improving medical treatment level.
truenoAE101	#0366	For new customers, staff will explain the price and contents etc. in advance.
truenoAE101	#0209	Crafty person pretends to be a stupid general.
truenoAE101	#0692	Sometimes people like this appear on TV.
truenoAE101	#0673	Quickly heat came out to 40 degrees near.
